,Patient,Frame,Cluster,Pose
2054,Patient_1,5779,0,Standing
2055,Patient_1,5780,0,Standing
2056,Patient_1,5781,0,Standing
2057,Patient_1,5782,0,Standing
2058,Patient_1,5783,0,Standing
2059,Patient_1,5784,0,Standing
2060,Patient_1,5785,0,Standing
2061,Patient_1,5788,0,Standing
2062,Patient_1,5789,0,Standing
2063,Patient_1,5790,0,Standing
2064,Patient_1,5791,0,Standing
2065,Patient_1,5792,0,Standing
2066,Patient_1,5793,0,Standing
2067,Patient_1,5794,0,Standing
2068,Patient_1,5795,0,Standing
2069,Patient_1,5796,0,Standing
2070,Patient_1,5797,0,Standing
2071,Patient_1,5799,0,Standing
2072,Patient_1,5800,0,Standing
2073,Patient_1,5801,0,Standing
2074,Patient_1,5802,0,Standing
2075,Patient_1,5803,0,Standing
2076,Patient_1,5804,0,Standing
2077,Patient_1,5805,0,Standing
2078,Patient_1,5806,0,Standing
2079,Patient_1,5807,0,Standing
2080,Patient_1,5808,0,Standing
2081,Patient_1,5810,0,Standing
2082,Patient_1,5811,0,Standing
2083,Patient_1,5812,0,Standing
2084,Patient_1,5813,0,Standing
2085,Patient_1,5814,0,Standing
2086,Patient_1,5815,0,Standing
2087,Patient_1,5816,0,Standing
2088,Patient_1,5817,0,Standing
2089,Patient_1,5818,0,Standing
2090,Patient_1,5819,0,Standing
2091,Patient_1,5821,0,Standing
2092,Patient_1,5822,0,Standing
2093,Patient_1,5823,0,Standing
2094,Patient_1,5824,0,Standing
2095,Patient_1,5825,0,Standing
2096,Patient_1,5826,0,Standing
2097,Patient_1,5827,0,Standing
2098,Patient_1,5828,0,Standing
2099,Patient_1,5829,0,Standing
2100,Patient_1,5830,0,Standing
2101,Patient_1,5832,0,Standing
2102,Patient_1,5833,0,Standing
2103,Patient_1,5834,0,Standing
2104,Patient_1,5835,0,Standing
2105,Patient_1,5836,0,Standing
2106,Patient_1,5837,0,Standing
2107,Patient_1,5838,0,Standing
2108,Patient_1,5839,0,Standing
2109,Patient_1,5840,0,Standing
2110,Patient_1,5841,0,Standing
2111,Patient_1,5843,0,Standing
2112,Patient_1,5844,0,Standing
2113,Patient_1,5845,0,Standing
2114,Patient_1,5846,0,Standing
2115,Patient_1,5847,0,Standing
2116,Patient_1,5848,0,Standing
2117,Patient_1,5849,0,Standing
2118,Patient_1,5850,0,Standing
2119,Patient_1,5851,0,Standing
2120,Patient_1,5852,0,Standing
2121,Patient_1,5854,0,Standing
2122,Patient_1,5855,0,Standing
2123,Patient_1,5856,0,Standing
2124,Patient_1,5857,0,Standing
2125,Patient_1,5858,0,Standing
2126,Patient_1,5859,0,Standing
2127,Patient_1,5860,0,Standing
2128,Patient_1,5861,0,Standing
2129,Patient_1,5862,0,Standing
2130,Patient_1,5863,0,Standing
2131,Patient_1,5865,0,Standing
2132,Patient_1,5866,0,Standing
2133,Patient_1,5867,0,Standing
2134,Patient_1,5868,0,Standing
2135,Patient_1,5869,0,Standing
2136,Patient_1,5870,0,Standing
2137,Patient_1,5871,0,Standing
2138,Patient_1,5872,0,Standing
2139,Patient_1,5873,0,Standing
2140,Patient_1,5874,0,Standing
2141,Patient_1,5876,0,Standing
2142,Patient_1,5877,0,Standing
2143,Patient_1,5878,0,Standing
2144,Patient_1,5879,0,Standing
2145,Patient_1,5880,0,Standing
2146,Patient_1,5881,0,Standing
2147,Patient_1,5882,0,Standing
2148,Patient_1,5883,0,Standing
2149,Patient_1,5884,0,Standing
2150,Patient_1,5885,0,Standing
2151,Patient_1,5887,0,Standing
2152,Patient_1,5888,0,Standing
2153,Patient_1,5889,0,Standing
2154,Patient_1,5890,0,Standing
2155,Patient_1,5891,0,Standing
2156,Patient_1,5892,0,Standing
2157,Patient_1,5893,0,Standing
2158,Patient_1,5894,0,Standing
2159,Patient_1,5895,0,Standing
2160,Patient_1,5896,0,Standing
2161,Patient_1,5899,0,Standing
2162,Patient_1,5900,0,Standing
2163,Patient_1,5901,0,Standing
2164,Patient_1,5902,0,Standing
2165,Patient_1,5903,0,Standing
2166,Patient_1,5904,0,Standing
2167,Patient_1,5905,0,Standing
2168,Patient_1,5906,0,Standing
2169,Patient_1,5907,0,Standing
2170,Patient_1,5908,0,Standing
2171,Patient_1,5910,0,Standing
2172,Patient_1,5911,0,Standing
2173,Patient_1,5912,0,Standing
2174,Patient_1,5913,0,Standing
2175,Patient_1,5914,0,Standing
2176,Patient_1,5915,0,Standing
2177,Patient_1,5916,0,Standing
2178,Patient_1,5917,0,Standing
2179,Patient_1,5918,0,Standing
2180,Patient_1,5919,0,Standing
2181,Patient_1,5921,0,Standing
2182,Patient_1,5922,0,Standing
2183,Patient_1,5923,0,Standing
2184,Patient_1,5924,0,Standing
2185,Patient_1,5925,0,Standing
2186,Patient_1,5926,0,Standing
2187,Patient_1,5927,0,Standing
2188,Patient_1,5928,0,Standing
2189,Patient_1,5929,0,Standing
2190,Patient_1,5930,0,Standing
2191,Patient_1,5932,0,Standing
2192,Patient_1,5933,0,Standing
2193,Patient_1,5934,0,Standing
2194,Patient_1,5935,0,Standing
2195,Patient_1,5936,0,Standing
2196,Patient_1,5937,0,Standing
2197,Patient_1,5938,0,Standing
2198,Patient_1,5939,0,Standing
2199,Patient_1,5940,0,Standing
2200,Patient_1,5941,0,Standing
2201,Patient_1,5943,0,Standing
2202,Patient_1,5944,0,Standing
2203,Patient_1,5945,0,Standing
2204,Patient_1,5946,0,Standing
2205,Patient_1,5947,0,Standing
2206,Patient_1,5948,0,Standing
2207,Patient_1,5949,0,Standing
2208,Patient_1,5950,0,Standing
2209,Patient_1,5951,0,Standing
2210,Patient_1,5952,0,Standing
2211,Patient_1,5954,0,Standing
2212,Patient_1,5955,0,Standing
2213,Patient_1,5956,0,Standing
2214,Patient_1,5957,0,Standing
2215,Patient_1,5958,0,Standing
2216,Patient_1,5959,0,Standing
2217,Patient_1,5960,0,Standing
2218,Patient_1,5961,0,Standing
2219,Patient_1,5962,0,Standing
2220,Patient_1,5963,0,Standing
2221,Patient_1,5965,0,Standing
2222,Patient_1,5966,0,Standing
2223,Patient_1,5967,0,Standing
2224,Patient_1,5968,0,Standing
2225,Patient_1,5969,0,Standing
2226,Patient_1,5970,0,Standing
2227,Patient_1,5971,0,Standing
2228,Patient_1,5972,0,Standing
2229,Patient_1,5973,0,Standing
2230,Patient_1,5974,0,Standing
2231,Patient_1,5976,0,Standing
2232,Patient_1,5977,0,Standing
2233,Patient_1,5978,0,Standing
2234,Patient_1,5979,0,Standing
2235,Patient_1,5980,0,Standing
2236,Patient_1,5981,0,Standing
2237,Patient_1,5982,0,Standing
2238,Patient_1,5983,0,Standing
2239,Patient_1,5984,0,Standing
2240,Patient_1,5985,0,Standing
2241,Patient_1,5987,0,Standing
2242,Patient_1,5988,0,Standing
2243,Patient_1,5989,0,Standing
2244,Patient_1,5990,0,Standing
2245,Patient_1,5991,0,Standing
2246,Patient_1,5992,0,Standing
2247,Patient_1,6079,0,Standing
2248,Patient_1,6080,0,Standing
2249,Patient_1,6081,0,Standing
2250,Patient_1,6082,0,Standing
2251,Patient_1,6083,0,Standing
2252,Patient_1,6084,0,Standing
2253,Patient_1,6085,0,Standing
2254,Patient_1,6087,0,Standing
2255,Patient_1,6088,0,Standing
2256,Patient_1,6089,0,Standing
2257,Patient_1,6090,0,Standing
2258,Patient_1,6091,0,Standing
2259,Patient_1,6092,0,Standing
2260,Patient_1,6093,0,Standing
2261,Patient_1,6094,0,Standing
2262,Patient_1,6095,0,Standing
2263,Patient_1,6096,0,Standing
2264,Patient_1,6098,0,Standing
2265,Patient_1,6099,0,Standing
2266,Patient_1,6100,0,Standing
2267,Patient_1,6101,0,Standing
2268,Patient_1,6102,0,Standing
2269,Patient_1,6103,0,Standing
2270,Patient_1,6104,0,Standing
2271,Patient_1,6105,0,Standing
2272,Patient_1,6106,0,Standing
2273,Patient_1,6107,0,Standing
2274,Patient_1,6109,0,Standing
2275,Patient_1,6110,0,Standing
2276,Patient_1,6111,0,Standing
2277,Patient_1,6112,0,Standing
2278,Patient_1,6113,0,Standing
2279,Patient_1,6114,0,Standing
2280,Patient_1,6115,0,Standing
2281,Patient_1,6116,0,Standing
2282,Patient_1,6117,0,Standing
2283,Patient_1,6118,0,Standing
2284,Patient_1,6121,0,Standing
2285,Patient_1,6122,0,Standing
2286,Patient_1,6123,0,Standing
2287,Patient_1,6124,0,Standing
2288,Patient_1,6125,0,Standing
2289,Patient_1,6126,0,Standing
2290,Patient_1,6127,0,Standing
2291,Patient_1,6128,0,Standing
2292,Patient_1,6129,0,Standing
2293,Patient_1,6130,0,Standing
2294,Patient_1,6132,0,Standing
2295,Patient_1,6133,0,Standing
2296,Patient_1,6134,0,Standing
2297,Patient_1,6135,0,Standing
2298,Patient_1,6136,0,Standing
2299,Patient_1,6137,0,Standing
2300,Patient_1,6138,0,Standing
2301,Patient_1,6139,0,Standing
2302,Patient_1,6140,0,Standing
2303,Patient_1,6141,0,Standing
2304,Patient_1,6143,0,Standing
2305,Patient_1,6144,0,Standing
2306,Patient_1,6145,0,Standing
2307,Patient_1,6146,0,Standing
2308,Patient_1,6147,0,Standing
2309,Patient_1,6148,0,Standing
2310,Patient_1,6149,0,Standing
2311,Patient_1,6150,0,Standing
2312,Patient_1,6151,0,Standing
2313,Patient_1,6152,0,Standing
2314,Patient_1,6154,0,Standing
2315,Patient_1,6155,0,Standing
2316,Patient_1,6156,0,Standing
2317,Patient_1,6157,0,Standing
2318,Patient_1,6158,0,Standing
2319,Patient_1,6159,0,Standing
2320,Patient_1,6160,0,Standing
2321,Patient_1,6161,0,Standing
2322,Patient_1,6162,0,Standing
2323,Patient_1,6163,0,Standing
2324,Patient_1,6165,0,Standing
2325,Patient_1,6166,0,Standing
2326,Patient_1,6167,0,Standing
2327,Patient_1,6168,0,Standing
2328,Patient_1,6169,0,Standing
2329,Patient_1,6170,0,Standing
2330,Patient_1,6171,0,Standing
2331,Patient_1,6172,0,Standing
2332,Patient_1,6173,0,Standing
2333,Patient_1,6174,0,Standing
2334,Patient_1,6176,0,Standing
2335,Patient_1,6177,0,Standing
2336,Patient_1,6178,0,Standing
2337,Patient_1,6179,0,Standing
2338,Patient_1,6180,0,Standing
2339,Patient_1,6181,0,Standing
2340,Patient_1,6182,0,Standing
2341,Patient_1,6183,0,Standing
2342,Patient_1,6184,0,Standing
2343,Patient_1,6185,0,Standing
2344,Patient_1,6187,0,Standing
2345,Patient_1,6188,0,Standing
2346,Patient_1,6189,0,Standing
2347,Patient_1,6190,0,Standing
2348,Patient_1,6191,0,Standing
2349,Patient_1,6192,0,Standing
2350,Patient_1,6193,0,Standing
2351,Patient_1,6194,0,Standing
2352,Patient_1,6195,0,Standing
2353,Patient_1,6196,0,Standing
2354,Patient_1,6198,0,Standing
2355,Patient_1,6199,0,Standing
2356,Patient_1,6200,0,Standing
2357,Patient_1,6201,0,Standing
2358,Patient_1,6202,0,Standing
2359,Patient_1,6203,0,Standing
2360,Patient_1,6204,0,Standing
2361,Patient_1,6205,0,Standing
2362,Patient_1,6206,0,Standing
2363,Patient_1,6207,0,Standing
2364,Patient_1,6209,0,Standing
2365,Patient_1,6210,0,Standing
2366,Patient_1,6211,0,Standing
2367,Patient_1,6212,0,Standing
2368,Patient_1,6213,0,Standing
2369,Patient_1,6214,0,Standing
2370,Patient_1,6215,0,Standing
2371,Patient_1,6216,0,Standing
2372,Patient_1,6217,0,Standing
2373,Patient_1,6417,0,Standing
2374,Patient_1,6418,0,Standing
2375,Patient_1,6419,0,Standing
2376,Patient_1,6421,0,Standing
2377,Patient_1,6422,0,Standing
2378,Patient_1,6423,0,Standing
2379,Patient_1,6424,0,Standing
2380,Patient_1,6425,0,Standing
2381,Patient_1,6426,0,Standing
2382,Patient_1,6427,0,Standing
2383,Patient_1,6428,0,Standing
2384,Patient_1,6429,0,Standing
2385,Patient_1,6430,0,Standing
2386,Patient_1,6432,0,Standing
2387,Patient_1,6433,0,Standing
2388,Patient_1,6434,0,Standing
2389,Patient_1,6435,0,Standing
2390,Patient_1,6436,0,Standing
2391,Patient_1,6437,0,Standing
2392,Patient_1,6438,0,Standing
2393,Patient_1,6439,0,Standing
2394,Patient_1,6440,0,Standing
2395,Patient_1,6441,0,Standing
2396,Patient_1,6443,0,Standing
2397,Patient_1,6444,0,Standing
2398,Patient_1,6445,0,Standing
2399,Patient_1,6446,0,Standing
2400,Patient_1,6447,0,Standing
2401,Patient_1,6448,0,Standing
2402,Patient_1,6449,0,Standing
2403,Patient_1,6450,0,Standing
2404,Patient_1,6451,0,Standing
2405,Patient_1,6452,0,Standing
2406,Patient_1,6455,0,Standing
2407,Patient_1,6456,0,Standing
2408,Patient_1,6457,0,Standing
2409,Patient_1,6458,0,Standing
2410,Patient_1,6459,0,Standing
2411,Patient_1,6460,0,Standing
2412,Patient_1,6461,0,Standing
2413,Patient_1,6462,0,Standing
2414,Patient_1,6463,0,Standing
2415,Patient_1,6464,0,Standing
2416,Patient_1,6466,0,Standing
2417,Patient_1,6467,0,Standing
2418,Patient_1,6468,0,Standing
2419,Patient_1,6469,0,Standing
2420,Patient_1,6470,0,Standing
2421,Patient_1,6471,0,Standing
2422,Patient_1,6472,0,Standing
2423,Patient_1,6473,0,Standing
2424,Patient_1,6474,0,Standing
2425,Patient_1,6475,0,Standing
2426,Patient_1,6477,0,Standing
2427,Patient_1,6478,0,Standing
2428,Patient_1,6479,0,Standing
2429,Patient_1,6480,0,Standing
2430,Patient_1,6481,0,Standing
2431,Patient_1,6482,0,Standing
2432,Patient_1,6483,0,Standing
2433,Patient_1,6484,0,Standing
2434,Patient_1,6485,0,Standing
2435,Patient_1,6486,0,Standing
2436,Patient_1,6488,0,Standing
2437,Patient_1,6489,0,Standing
2438,Patient_1,6490,0,Standing
2439,Patient_1,6491,0,Standing
2440,Patient_1,6492,0,Standing
2441,Patient_1,6493,0,Standing
2442,Patient_1,6494,0,Standing
2443,Patient_1,6495,0,Standing
2444,Patient_1,6496,0,Standing
2445,Patient_1,6497,0,Standing
2446,Patient_1,6499,0,Standing
2447,Patient_1,6500,0,Standing
2448,Patient_1,6501,0,Standing
2449,Patient_1,6502,0,Standing
2450,Patient_1,6503,0,Standing
2451,Patient_1,6504,0,Standing
2452,Patient_1,6505,0,Standing
2453,Patient_1,6506,0,Standing
2454,Patient_1,6507,0,Standing
2455,Patient_1,6508,0,Standing
2456,Patient_1,6510,0,Standing
2457,Patient_1,6511,0,Standing
2458,Patient_1,6512,0,Standing
2459,Patient_1,6513,0,Standing
2460,Patient_1,6514,0,Standing
2461,Patient_1,6515,0,Standing
2462,Patient_1,6516,0,Standing
2463,Patient_1,6517,0,Standing
2464,Patient_1,6518,0,Standing
2465,Patient_1,6519,0,Standing
2466,Patient_1,6521,0,Standing
2467,Patient_1,6522,0,Standing
2468,Patient_1,6523,0,Standing
2469,Patient_1,6524,0,Standing
2470,Patient_1,6525,0,Standing
2471,Patient_1,6526,0,Standing
2472,Patient_1,6527,0,Standing
2473,Patient_1,6528,0,Standing
2474,Patient_1,6529,0,Standing
2475,Patient_1,6530,0,Standing
2476,Patient_1,6532,0,Standing
2477,Patient_1,6533,0,Standing
2478,Patient_1,6534,0,Standing
2479,Patient_1,6535,0,Standing
2480,Patient_1,6536,0,Standing
2481,Patient_1,6537,0,Standing
2482,Patient_1,6538,0,Standing
2483,Patient_1,6539,0,Standing
2484,Patient_1,6540,0,Standing
2485,Patient_1,6541,0,Standing
2486,Patient_1,6543,0,Standing
2487,Patient_1,6544,0,Standing
2488,Patient_1,6545,0,Standing
2489,Patient_1,6546,0,Standing
2490,Patient_1,6547,0,Standing
2491,Patient_1,6548,0,Standing
2492,Patient_1,6549,0,Standing
2493,Patient_1,6550,0,Standing
2494,Patient_1,6551,0,Standing
2495,Patient_1,6552,0,Standing
2496,Patient_1,6554,0,Standing
2497,Patient_1,6555,0,Standing
2498,Patient_1,6556,0,Standing
2499,Patient_1,6557,0,Standing
2500,Patient_1,6558,0,Standing
2501,Patient_1,6559,0,Standing
2502,Patient_1,6560,0,Standing
2503,Patient_1,6561,0,Standing
2504,Patient_1,6562,0,Standing
2505,Patient_1,6563,0,Standing
2506,Patient_1,6566,0,Standing
2507,Patient_1,6567,0,Standing
2508,Patient_1,6568,0,Standing
2509,Patient_1,6569,0,Standing
2510,Patient_1,6570,0,Standing
2511,Patient_1,6571,0,Standing
2512,Patient_1,6572,0,Standing
2513,Patient_1,6573,0,Standing
2514,Patient_1,6574,0,Standing
2515,Patient_1,6575,0,Standing
2516,Patient_1,6577,0,Standing
2517,Patient_1,6578,0,Standing
2518,Patient_1,6579,0,Standing
2519,Patient_1,6580,0,Standing
2520,Patient_1,6581,0,Standing
2521,Patient_1,6582,0,Standing
2522,Patient_1,6583,0,Standing
2523,Patient_1,6584,0,Standing
2524,Patient_1,6585,0,Standing
2525,Patient_1,6586,0,Standing
2526,Patient_1,6588,0,Standing
2527,Patient_1,6589,0,Standing
2528,Patient_1,6590,0,Standing
2529,Patient_1,6591,0,Standing
2530,Patient_1,6592,0,Standing
2531,Patient_1,6593,0,Standing
2532,Patient_1,6594,0,Standing
2533,Patient_1,6595,0,Standing
2534,Patient_1,6596,0,Standing
2535,Patient_1,6597,0,Standing
2536,Patient_1,6599,0,Standing
2537,Patient_1,6600,0,Standing
2538,Patient_1,6601,0,Standing
2539,Patient_1,6602,0,Standing
2540,Patient_1,6603,0,Standing
2541,Patient_1,6604,0,Standing
2542,Patient_1,6605,0,Standing
2543,Patient_1,6606,0,Standing
2544,Patient_1,6607,0,Standing
2545,Patient_1,6608,0,Standing
2546,Patient_1,6610,0,Standing
2547,Patient_1,6611,0,Standing
2548,Patient_1,6612,0,Standing
2549,Patient_1,6613,0,Standing
2550,Patient_1,6614,0,Standing
2551,Patient_1,6615,0,Standing
2552,Patient_1,6616,0,Standing
2553,Patient_1,6617,0,Standing
2554,Patient_1,6618,0,Standing
2555,Patient_1,6619,0,Standing
2556,Patient_1,6621,0,Standing
2557,Patient_1,6622,0,Standing
2558,Patient_1,6623,0,Standing
2559,Patient_1,6624,0,Standing
2560,Patient_1,6625,0,Standing
2561,Patient_1,6626,0,Standing
2562,Patient_1,6627,0,Standing
2563,Patient_1,6628,0,Standing
2564,Patient_1,6629,0,Standing
2565,Patient_1,6630,0,Standing
2566,Patient_1,6632,0,Standing
2567,Patient_1,6633,0,Standing
2568,Patient_1,6634,0,Standing
2569,Patient_1,6635,0,Standing
2570,Patient_1,6636,0,Standing
2571,Patient_1,6637,0,Standing
2572,Patient_1,6638,0,Standing
2573,Patient_1,6639,0,Standing
2574,Patient_1,6640,0,Standing
2575,Patient_1,6641,0,Standing
2576,Patient_1,6643,0,Standing
2577,Patient_1,6644,0,Standing
2578,Patient_1,6645,0,Standing
2579,Patient_1,6646,0,Standing
2580,Patient_1,6647,0,Standing
2581,Patient_1,6648,0,Standing
2582,Patient_1,6649,0,Standing
2583,Patient_1,6650,0,Standing
2584,Patient_1,6651,0,Standing
2585,Patient_1,6652,0,Standing
2586,Patient_1,6654,0,Standing
2587,Patient_1,6655,0,Standing
2588,Patient_1,6656,0,Standing
2589,Patient_1,6657,0,Standing
2590,Patient_1,6658,0,Standing
2591,Patient_1,6659,0,Standing
2592,Patient_1,6660,0,Standing
2593,Patient_1,6661,0,Standing
2594,Patient_1,6662,0,Standing
2595,Patient_1,6663,0,Standing
2596,Patient_1,6665,0,Standing
2597,Patient_1,6666,0,Standing
2598,Patient_1,6667,0,Standing
2599,Patient_1,6668,0,Standing
2600,Patient_1,6669,0,Standing
2601,Patient_1,6670,0,Standing
2602,Patient_1,6671,0,Standing
2603,Patient_1,6672,0,Standing
2604,Patient_1,6673,0,Standing
2605,Patient_1,6674,0,Standing
2606,Patient_1,8688,0,Standing
2607,Patient_1,8689,0,Standing
2608,Patient_1,8690,0,Standing
2609,Patient_1,8691,0,Standing
2610,Patient_1,8692,0,Standing
2611,Patient_1,8693,0,Standing
2612,Patient_1,8694,0,Standing
2613,Patient_1,8695,0,Standing
2614,Patient_1,8696,0,Standing
2615,Patient_1,8697,0,Standing
2616,Patient_1,8699,0,Standing
2617,Patient_1,8700,0,Standing
2618,Patient_1,8701,0,Standing
2619,Patient_1,8702,0,Standing
2620,Patient_1,8703,0,Standing
2621,Patient_1,8704,0,Standing
2622,Patient_1,8705,0,Standing
2623,Patient_1,8706,0,Standing
2624,Patient_1,8707,0,Standing
2625,Patient_1,8708,0,Standing
2626,Patient_1,8710,0,Standing
2627,Patient_1,8711,0,Standing
2628,Patient_1,8712,0,Standing
2629,Patient_1,8713,0,Standing
2630,Patient_1,8714,0,Standing
2631,Patient_1,8715,0,Standing
2632,Patient_1,8716,0,Standing
2633,Patient_1,8717,0,Standing
2634,Patient_1,8718,0,Standing
2635,Patient_1,8719,0,Standing
2636,Patient_1,8721,0,Standing
2637,Patient_1,8722,0,Standing
2638,Patient_1,8723,0,Standing
2639,Patient_1,8724,0,Standing
2640,Patient_1,8725,0,Standing
2641,Patient_1,8726,0,Standing
2642,Patient_1,8727,0,Standing
2643,Patient_1,8728,0,Standing
2644,Patient_1,8729,0,Standing
2645,Patient_1,8730,0,Standing
2646,Patient_1,8732,0,Standing
2647,Patient_1,8733,0,Standing
2648,Patient_1,8734,0,Standing
2649,Patient_1,8735,0,Standing
2650,Patient_1,8736,0,Standing
2651,Patient_1,8737,0,Standing
2652,Patient_1,8738,0,Standing
2653,Patient_1,8739,0,Standing
2654,Patient_1,8740,0,Standing
2655,Patient_1,8741,0,Standing
2656,Patient_1,8743,0,Standing
2657,Patient_1,8744,0,Standing
2658,Patient_1,8745,0,Standing
2659,Patient_1,8746,0,Standing
2660,Patient_1,8747,0,Standing
2661,Patient_1,8748,0,Standing
2662,Patient_1,8749,0,Standing
2663,Patient_1,8750,0,Standing
2664,Patient_1,8751,0,Standing
2665,Patient_1,8752,0,Standing
2666,Patient_1,8754,0,Standing
2667,Patient_1,8755,0,Standing
2668,Patient_1,8756,0,Standing
2669,Patient_1,8757,0,Standing
2670,Patient_1,8758,0,Standing
2671,Patient_1,8759,0,Standing
2672,Patient_1,8760,0,Standing
2673,Patient_1,8761,0,Standing
2674,Patient_1,8762,0,Standing
2675,Patient_1,8763,0,Standing
2676,Patient_1,8765,0,Standing
2677,Patient_1,8766,0,Standing
2678,Patient_1,8767,0,Standing
2679,Patient_1,8768,0,Standing
2680,Patient_1,8769,0,Standing
2681,Patient_1,8770,0,Standing
2682,Patient_1,8771,0,Standing
2683,Patient_1,8772,0,Standing
2684,Patient_1,8773,0,Standing
2685,Patient_1,8774,0,Standing
2686,Patient_1,8776,0,Standing
2687,Patient_1,8777,0,Standing
2688,Patient_1,8778,0,Standing
2689,Patient_1,8779,0,Standing
2690,Patient_1,8780,0,Standing
2691,Patient_1,8781,0,Standing
2692,Patient_1,8782,0,Standing
2693,Patient_1,8783,0,Standing
2694,Patient_1,8784,0,Standing
2695,Patient_1,8785,0,Standing
2696,Patient_1,8788,0,Standing
2697,Patient_1,8789,0,Standing
2698,Patient_1,8790,0,Standing
2699,Patient_1,8791,0,Standing
2700,Patient_1,8792,0,Standing
2701,Patient_1,8793,0,Standing
2702,Patient_1,8794,0,Standing
2703,Patient_1,8795,0,Standing
2704,Patient_1,8796,0,Standing
2705,Patient_1,8797,0,Standing
2706,Patient_1,8799,0,Standing
2707,Patient_1,8800,0,Standing
2708,Patient_1,8801,0,Standing
2709,Patient_1,8802,0,Standing
2710,Patient_1,8803,0,Standing
2711,Patient_1,8804,0,Standing
2712,Patient_1,8805,0,Standing
2713,Patient_1,8806,0,Standing
2714,Patient_1,8807,0,Standing
2715,Patient_1,8808,0,Standing
2716,Patient_1,8810,0,Standing
2717,Patient_1,8811,0,Standing
2718,Patient_1,8812,0,Standing
2719,Patient_1,8813,0,Standing
2720,Patient_1,8814,0,Standing
2721,Patient_1,8815,0,Standing
2722,Patient_1,8816,0,Standing
2723,Patient_1,8817,0,Standing
2724,Patient_1,8818,0,Standing
2725,Patient_1,8819,0,Standing
2726,Patient_1,8821,0,Standing
2727,Patient_1,8822,0,Standing
2728,Patient_1,8823,0,Standing
2729,Patient_1,8824,0,Standing
2730,Patient_1,8825,0,Standing
2731,Patient_1,8826,0,Standing
2732,Patient_1,8827,0,Standing
2733,Patient_1,8828,0,Standing
2734,Patient_1,8829,0,Standing
2735,Patient_1,8830,0,Standing
2736,Patient_1,8832,0,Standing
2737,Patient_1,8833,0,Standing
2738,Patient_1,8834,0,Standing
2739,Patient_1,8835,0,Standing
2740,Patient_1,8836,0,Standing
2741,Patient_1,8837,0,Standing
2742,Patient_1,8838,0,Standing
2743,Patient_1,8839,0,Standing
2744,Patient_1,8840,0,Standing
2745,Patient_1,8841,0,Standing
2746,Patient_1,8843,0,Standing
2747,Patient_1,8844,0,Standing
2748,Patient_1,8845,0,Standing
2749,Patient_1,8846,0,Standing
2750,Patient_1,8847,0,Standing
2751,Patient_1,8848,0,Standing
2752,Patient_1,8849,0,Standing
2753,Patient_1,8850,0,Standing
2754,Patient_1,8851,0,Standing
2755,Patient_1,8852,0,Standing
2756,Patient_1,8854,0,Standing
2757,Patient_1,8855,0,Standing
2758,Patient_1,8856,0,Standing
2759,Patient_1,8857,0,Standing
2760,Patient_1,8858,0,Standing
2761,Patient_1,8859,0,Standing
2762,Patient_1,8860,0,Standing
2763,Patient_1,8861,0,Standing
2764,Patient_1,8862,0,Standing
2765,Patient_1,8863,0,Standing
2766,Patient_1,8865,0,Standing
2767,Patient_1,8866,0,Standing
2768,Patient_1,8867,0,Standing
2769,Patient_1,8868,0,Standing
2770,Patient_1,8869,0,Standing
2771,Patient_1,8870,0,Standing
2772,Patient_1,8871,0,Standing
2773,Patient_1,8872,0,Standing
2774,Patient_1,8873,0,Standing
2775,Patient_1,8874,0,Standing
2776,Patient_1,8876,0,Standing
2777,Patient_1,8877,0,Standing
2778,Patient_1,8878,0,Standing
2779,Patient_1,8879,0,Standing
2780,Patient_1,8880,0,Standing
2781,Patient_1,8881,0,Standing
2782,Patient_1,8882,0,Standing
2783,Patient_1,8883,0,Standing
2784,Patient_1,8884,0,Standing
2785,Patient_1,8885,0,Standing
2786,Patient_1,8887,0,Standing
2787,Patient_1,8888,0,Standing
2788,Patient_1,8889,0,Standing
2789,Patient_1,8890,0,Standing
2790,Patient_1,8891,0,Standing
2791,Patient_1,8892,0,Standing
2792,Patient_1,8893,0,Standing
2793,Patient_1,8894,0,Standing
2794,Patient_1,8895,0,Standing
2795,Patient_1,8896,0,Standing
2796,Patient_1,8899,0,Standing
2797,Patient_1,8900,0,Standing
2798,Patient_1,8901,0,Standing
2799,Patient_1,8902,0,Standing
2800,Patient_1,8903,0,Standing
2801,Patient_1,8904,0,Standing
2802,Patient_1,8905,0,Standing
2803,Patient_1,8906,0,Standing
2804,Patient_1,8907,0,Standing
2805,Patient_1,8908,0,Standing
2806,Patient_1,8910,0,Standing
2807,Patient_1,8911,0,Standing
2808,Patient_1,8912,0,Standing
2809,Patient_1,8913,0,Standing
2810,Patient_1,8914,0,Standing
2811,Patient_1,8915,0,Standing
2812,Patient_1,8916,0,Standing
2813,Patient_1,8917,0,Standing
2814,Patient_1,8918,0,Standing
2815,Patient_1,8919,0,Standing
2816,Patient_1,8921,0,Standing
2817,Patient_1,8922,0,Standing
2818,Patient_1,8923,0,Standing
2819,Patient_1,8924,0,Standing
2820,Patient_1,8925,0,Standing
2821,Patient_1,8926,0,Standing
2822,Patient_1,8927,0,Standing
2823,Patient_1,8928,0,Standing
2824,Patient_1,8929,0,Standing
2825,Patient_1,8930,0,Standing
2826,Patient_1,8932,0,Standing
2827,Patient_1,8933,0,Standing
2828,Patient_1,8934,0,Standing
2829,Patient_1,8935,0,Standing
